trip_id,pickup_location,drop_location,pickup_time,distance_km,fare,driver_id
TRIP-5171,Viman Nagar,Koregaon Park,2025-07-31T16:26:42.104649,14.29,208.39,DR-8277
TRIP-7785,Shivajinagar,Hinjewadi,2025-07-31T16:26:43.106080,7.12,120.49,DR-3733
TRIP-2662,Koregaon Park,Kothrud,2025-07-31T16:26:44.109136,3.9,89.21,DR-7257
TRIP-4724,Viman Nagar,Koregaon Park,2025-07-31T16:26:45.111001,4.61,102.41,DR-6844
TRIP-9590,Viman Nagar,Hinjewadi,2025-07-31T16:26:46.134554,6.75,106.89,DR-2183
TRIP-4475,Koregaon Park,Swargate,2025-07-31T16:26:47.136476,7.83,131.44,DR-3352
TRIP-4099,Baner,Kothrud,2025-07-31T16:26:48.142217,12.66,214.87,DR-2330
TRIP-7851,Kothrud,Swargate,2025-07-31T16:26:49.158532,4.86,94.96,DR-7159
TRIP-7921,Wakad,Shivajinagar,2025-07-31T16:26:50.172047,5.35,101.71,DR-7931
TRIP-8789,Hinjewadi,Baner,2025-07-31T16:26:51.174943,3.62,78.99,DR-7777
TRIP-2039,Shivajinagar,Koregaon Park,2025-07-31T16:26:52.186715,11.18,179.83,DR-6020
TRIP-4500,Wakad,Baner,2025-07-31T16:26:53.196830,3.41,85.74,DR-4614
TRIP-8846,Hinjewadi,Swargate,2025-07-31T16:26:54.209689,3.01,72.32,DR-1446
TRIP-5472,Shivajinagar,Viman Nagar,2025-07-31T16:26:55.210738,9.2,165.56,DR-9767
TRIP-1754,Wakad,Viman Nagar,2025-07-31T16:26:56.222671,11.88,161.79,DR-7198
TRIP-5165,Baner,Swargate,2025-07-31T16:26:57.236726,4.8,84.31,DR-9463
TRIP-2985,Wakad,Koregaon Park,2025-07-31T16:26:58.240526,9.31,140.03,DR-1375
TRIP-5656,Kothrud,Swargate,2025-07-31T16:26:59.252327,5.11,111.36,DR-6231
TRIP-3872,Koregaon Park,Shivajinagar,2025-07-31T16:27:00.281925,4.22,88.27,DR-6231
TRIP-4119,Viman Nagar,Koregaon Park,2025-07-31T16:27:01.292824,4.18,80.9,DR-9036
TRIP-6067,Shivajinagar,Wakad,2025-07-31T16:27:02.350508,3.15,80.19,DR-3963
TRIP-2494,Viman Nagar,Swargate,2025-07-31T16:27:03.368622,6.63,108.24,DR-4829
TRIP-7268,Wakad,Koregaon Park,2025-07-31T16:27:04.381518,14.04,223.51,DR-4140
TRIP-9913,Hinjewadi,Baner,2025-07-31T16:27:05.394406,11.83,165.49,DR-7200
TRIP-3723,Baner,Viman Nagar,2025-07-31T16:27:06.398955,6.4,129.28,DR-1799
TRIP-3861,Koregaon Park,Swargate,2025-07-31T16:27:07.417050,11.17,168.56,DR-2148
TRIP-2168,Swargate,Shivajinagar,2025-07-31T16:27:08.424548,6.26,101.7,DR-9022
TRIP-2672,Kothrud,Viman Nagar,2025-07-31T16:27:09.431620,4.77,104.67,DR-6253
TRIP-1202,Baner,Wakad,2025-07-31T16:27:10.436099,6.13,100.07,DR-8739
TRIP-7634,Shivajinagar,Viman Nagar,2025-07-31T16:27:11.450143,14.16,220.78,DR-5647
TRIP-7477,Shivajinagar,Baner,2025-07-31T16:27:12.452432,12.64,169.61,DR-7929
TRIP-9569,Koregaon Park,Baner,2025-07-31T16:27:13.456597,11.03,178.87,DR-8127
TRIP-4394,Viman Nagar,Shivajinagar,2025-07-31T16:27:14.464236,14.38,236.59,DR-5210
TRIP-1752,Koregaon Park,Viman Nagar,2025-07-31T16:27:15.480287,10.71,153.92,DR-6294
TRIP-3912,Kothrud,Wakad,2025-07-31T16:27:16.489441,12.52,206.27,DR-4302
TRIP-6257,Viman Nagar,Shivajinagar,2025-07-31T16:27:17.494182,4.93,95.08,DR-2206
TRIP-4714,Shivajinagar,Baner,2025-07-31T16:27:18.510130,8.25,135.56,DR-9114
TRIP-6584,Shivajinagar,Kothrud,2025-07-31T16:27:19.526325,13.97,242.54,DR-9609
TRIP-6408,Kothrud,Viman Nagar,2025-07-31T16:27:20.536776,9.75,156.06,DR-9874
TRIP-3824,Swargate,Koregaon Park,2025-07-31T16:27:21.547832,10.31,184.34,DR-1337
TRIP-6888,Koregaon Park,Baner,2025-07-31T16:27:22.557462,9.22,154.03,DR-6080
TRIP-5955,Kothrud,Koregaon Park,2025-07-31T16:27:23.572919,14.41,199.95,DR-4189
TRIP-6018,Koregaon Park,Shivajinagar,2025-07-31T16:27:24.574601,5.64,113.44,DR-7766
TRIP-5386,Shivajinagar,Kothrud,2025-07-31T16:27:25.584956,8.6,130.78,DR-2276
TRIP-2874,Wakad,Hinjewadi,2025-07-31T16:27:26.591074,8.7,129.99,DR-8615
TRIP-4138,Shivajinagar,Swargate,2025-07-31T16:27:27.598958,9.82,151.82,DR-5291
TRIP-4797,Wakad,Viman Nagar,2025-07-31T16:27:28.613866,8.38,142.06,DR-9494
TRIP-5921,Hinjewadi,Shivajinagar,2025-07-31T16:27:29.707903,8.93,148.93,DR-5185
TRIP-3867,Viman Nagar,Wakad,2025-07-31T16:27:30.725107,11.6,188.58,DR-8881
TRIP-9066,Viman Nagar,Kothrud,2025-07-31T16:27:31.730259,13.27,229.14,DR-8655
TRIP-3083,Baner,Kothrud,2025-07-31T16:27:32.732995,9.11,169.91,DR-6227
TRIP-4223,Kothrud,Wakad,2025-07-31T16:27:33.738864,4.87,106.43,DR-7569
TRIP-5185,Hinjewadi,Swargate,2025-07-31T16:27:34.744866,5.79,102.74,DR-1098
TRIP-9674,Kothrud,Koregaon Park,2025-07-31T16:27:35.751941,10.84,166.11,DR-8814
TRIP-3967,Wakad,Viman Nagar,2025-07-31T16:27:36.764846,10.54,155.14,DR-7566
TRIP-2879,Wakad,Viman Nagar,2025-07-31T16:27:37.775052,6.49,116.56,DR-9998
TRIP-4591,Baner,Swargate,2025-07-31T16:27:38.777766,6.06,98.73,DR-7175
TRIP-1948,Koregaon Park,Wakad,2025-07-31T16:27:39.781424,7.59,120.8,DR-6337
TRIP-7397,Koregaon Park,Shivajinagar,2025-07-31T16:27:40.787565,4.76,88.94,DR-1064
TRIP-6412,Shivajinagar,Wakad,2025-07-31T16:27:41.803671,10.09,160.87,DR-8338
TRIP-7146,Shivajinagar,Kothrud,2025-07-31T16:27:42.817878,11.15,168.1,DR-2256
TRIP-4583,Baner,Koregaon Park,2025-07-31T16:27:43.819307,3.16,81.17,DR-8414
TRIP-1109,Swargate,Koregaon Park,2025-07-31T16:27:44.834351,6.21,101.93,DR-7497
TRIP-5022,Kothrud,Swargate,2025-07-31T16:27:45.838690,9.51,149.73,DR-3504
TRIP-8834,Baner,Wakad,2025-07-31T16:27:46.851673,14.82,255.63,DR-2823
TRIP-1453,Kothrud,Koregaon Park,2025-07-31T16:27:47.851811,12.33,193.15,DR-9519
TRIP-1963,Wakad,Koregaon Park,2025-07-31T16:27:48.856652,3.29,84.05,DR-3141
TRIP-8112,Hinjewadi,Baner,2025-07-31T16:27:49.871730,7.98,134.41,DR-7589
TRIP-2723,Shivajinagar,Koregaon Park,2025-07-31T16:27:50.883795,7.62,124.42,DR-1284
TRIP-5155,Hinjewadi,Kothrud,2025-07-31T16:27:51.886455,4.67,86.58,DR-4152
TRIP-8183,Swargate,Shivajinagar,2025-07-31T16:27:52.888477,11.73,201.98,DR-3402
TRIP-1208,Shivajinagar,Wakad,2025-07-31T16:27:53.899864,6.21,123.8,DR-8199
TRIP-9457,Wakad,Swargate,2025-07-31T16:27:54.931905,10.22,160.72,DR-8594
TRIP-5056,Viman Nagar,Koregaon Park,2025-07-31T16:27:55.948016,13.05,223.58,DR-2751
TRIP-2216,Swargate,Baner,2025-07-31T16:27:56.952014,12.85,194.2,DR-3282
TRIP-8692,Koregaon Park,Viman Nagar,2025-07-31T16:27:57.966373,10.17,137.08,DR-6363
TRIP-3468,Baner,Kothrud,2025-07-31T16:27:58.970254,3.76,89.35,DR-3553
TRIP-8647,Shivajinagar,Swargate,2025-07-31T16:27:59.976115,6.87,128.06,DR-5547
TRIP-5746,Swargate,Wakad,2025-07-31T16:28:00.985273,12.31,195.46,DR-6409
TRIP-8232,Viman Nagar,Swargate,2025-07-31T16:28:01.996625,13.94,200.16,DR-8220
TRIP-8381,Wakad,Hinjewadi,2025-07-31T16:28:03.011488,13.72,176.24,DR-8022
TRIP-7950,Shivajinagar,Wakad,2025-07-31T16:28:04.018620,14.64,224.79,DR-9134
TRIP-9036,Wakad,Viman Nagar,2025-07-31T16:28:05.021389,4.82,92.16,DR-1716
TRIP-5975,Hinjewadi,Swargate,2025-07-31T16:28:06.028045,4.27,95.62,DR-8781
TRIP-6673,Koregaon Park,Viman Nagar,2025-07-31T16:28:07.040852,11.83,204.06,DR-9980
TRIP-7463,Hinjewadi,Shivajinagar,2025-07-31T16:28:08.045286,3.45,72.85,DR-3111
TRIP-9304,Baner,Shivajinagar,2025-07-31T16:28:09.055243,10.55,177.09,DR-5378
TRIP-2929,Viman Nagar,Koregaon Park,2025-07-31T16:28:10.070216,11.18,172.36,DR-6223
TRIP-9598,Hinjewadi,Wakad,2025-07-31T16:28:11.073466,8.54,131.78,DR-3208
TRIP-1945,Shivajinagar,Hinjewadi,2025-07-31T16:28:12.074964,6.43,118.59,DR-4504
TRIP-2126,Kothrud,Shivajinagar,2025-07-31T16:28:13.081762,6.02,125.29,DR-4433
TRIP-6062,Wakad,Baner,2025-07-31T16:28:14.088657,4.76,82.91,DR-5073
TRIP-7604,Hinjewadi,Shivajinagar,2025-07-31T16:28:15.093074,7.37,131.49,DR-1494
TRIP-1035,Koregaon Park,Viman Nagar,2025-07-31T16:28:16.113081,13.71,190.05,DR-2232
TRIP-5045,Koregaon Park,Shivajinagar,2025-07-31T16:28:17.128227,8.89,157.6,DR-8166
TRIP-6013,Hinjewadi,Wakad,2025-07-31T16:28:18.143581,12.43,191.82,DR-9923
TRIP-3574,Hinjewadi,Wakad,2025-07-31T16:28:19.147799,12.91,194.82,DR-8360
TRIP-5389,Kothrud,Shivajinagar,2025-07-31T16:28:20.158182,3.09,76.65,DR-3188
TRIP-1669,Baner,Swargate,2025-07-31T16:28:21.174593,6.37,126.71,DR-8359
TRIP-5046,Swargate,Viman Nagar,2025-07-31T16:28:22.185680,10.15,148.62,DR-9857
TRIP-1301,Hinjewadi,Baner,2025-07-31T16:28:23.201923,11.03,186.94,DR-5407
TRIP-1728,Wakad,Viman Nagar,2025-07-31T16:28:24.212132,11.76,200.13,DR-3145
TRIP-4387,Hinjewadi,Viman Nagar,2025-07-31T16:28:25.215096,5.52,113.86,DR-9366
TRIP-7687,Kothrud,Baner,2025-07-31T16:28:26.219552,5.9,112.59,DR-4814
TRIP-7226,Swargate,Viman Nagar,2025-07-31T16:28:27.226566,3.85,75.16,DR-5901
TRIP-1625,Baner,Kothrud,2025-07-31T16:28:28.231223,6.76,125.16,DR-6422
TRIP-7561,Shivajinagar,Wakad,2025-07-31T16:28:29.244411,6.87,106.81,DR-7474
TRIP-8908,Koregaon Park,Swargate,2025-07-31T16:28:30.260061,9.14,149.47,DR-4631
TRIP-7561,Hinjewadi,Wakad,2025-07-31T16:28:31.270437,13.08,214.09,DR-3922
TRIP-2686,Kothrud,Baner,2025-07-31T16:28:32.274214,7.09,121.18,DR-5080
TRIP-6953,Viman Nagar,Shivajinagar,2025-07-31T16:28:33.282656,9.57,168.34,DR-2295
TRIP-8327,Shivajinagar,Swargate,2025-07-31T16:28:34.287864,14.43,226.19,DR-1253
TRIP-6071,Kothrud,Wakad,2025-07-31T16:28:35.288871,4.5,83.2,DR-3509
TRIP-4382,Swargate,Shivajinagar,2025-07-31T16:28:36.302548,10.36,151.85,DR-3890
TRIP-7430,Hinjewadi,Koregaon Park,2025-07-31T16:28:37.311803,14.19,244.55,DR-7050
TRIP-3991,Kothrud,Shivajinagar,2025-07-31T16:28:38.323465,3.5,79.5,DR-2822
TRIP-4100,Swargate,Wakad,2025-07-31T16:28:39.330317,8.66,134.81,DR-4814
TRIP-6121,Shivajinagar,Viman Nagar,2025-07-31T16:28:40.336285,3.59,81.44,DR-3014
TRIP-8361,Shivajinagar,Wakad,2025-07-31T16:28:41.339504,7.45,127.1,DR-5761
TRIP-8498,Hinjewadi,Koregaon Park,2025-07-31T16:28:42.345172,3.79,85.02,DR-7971
TRIP-4121,Kothrud,Baner,2025-07-31T16:28:43.348495,8.46,124.57,DR-5394
TRIP-7149,Swargate,Baner,2025-07-31T16:28:44.358269,13.4,206.65,DR-6716
TRIP-5795,Swargate,Baner,2025-07-31T16:28:45.364811,13.42,181.31,DR-5197
TRIP-2900,Kothrud,Hinjewadi,2025-07-31T16:28:46.366774,12.81,212.64,DR-9726
TRIP-6106,Koregaon Park,Kothrud,2025-07-31T16:28:47.367993,14.39,198.75,DR-1585
TRIP-1706,Shivajinagar,Kothrud,2025-07-31T16:28:48.373014,14.6,186.75,DR-1864
TRIP-4818,Kothrud,Baner,2025-07-31T16:28:49.379662,14.52,229.04,DR-2255
TRIP-4388,Shivajinagar,Hinjewadi,2025-07-31T16:28:50.397009,14.45,211.15,DR-9633
TRIP-9280,Shivajinagar,Hinjewadi,2025-07-31T16:28:51.403234,3.63,83.28,DR-5618
TRIP-8092,Viman Nagar,Swargate,2025-07-31T16:28:52.413105,4.18,95.25,DR-3625
TRIP-7104,Hinjewadi,Shivajinagar,2025-07-31T16:28:53.415156,9.91,182.09,DR-4156
TRIP-8629,Kothrud,Viman Nagar,2025-07-31T16:28:54.415828,12.13,197.84,DR-4306
TRIP-8418,Koregaon Park,Viman Nagar,2025-07-31T16:28:55.420279,14.45,205.05,DR-9731
TRIP-8114,Baner,Kothrud,2025-07-31T16:28:56.431694,3.98,86.65,DR-7052
TRIP-5010,Viman Nagar,Shivajinagar,2025-07-31T16:28:57.439831,4.56,103.08,DR-9893
TRIP-5317,Koregaon Park,Wakad,2025-07-31T16:28:58.446393,6.31,119.56,DR-9503
TRIP-8153,Viman Nagar,Wakad,2025-07-31T16:28:59.462600,10.1,174.54,DR-4308
TRIP-8523,Hinjewadi,Shivajinagar,2025-07-31T16:29:00.467395,12.27,192.18,DR-9265
TRIP-9068,Swargate,Viman Nagar,2025-07-31T16:29:01.478666,4.22,90.88,DR-5562
TRIP-5982,Kothrud,Shivajinagar,2025-07-31T16:29:02.494211,8.66,157.56,DR-9557
TRIP-7841,Viman Nagar,Wakad,2025-07-31T16:29:03.511395,9.47,145.96,DR-8467
TRIP-6934,Kothrud,Baner,2025-07-31T16:29:04.514939,14.53,247.09,DR-7750
TRIP-7572,Hinjewadi,Wakad,2025-07-31T16:29:05.517580,6.42,128.17,DR-3386
TRIP-3069,Hinjewadi,Wakad,2025-07-31T16:29:06.524115,8.05,136.82,DR-6062
TRIP-8670,Kothrud,Baner,2025-07-31T16:29:07.530000,14.83,190.93,DR-5034
TRIP-6452,Swargate,Koregaon Park,2025-07-31T16:29:08.532034,10.33,160.07,DR-1047
TRIP-4998,Koregaon Park,Wakad,2025-07-31T16:29:09.537889,13.34,223.43,DR-9107
TRIP-2277,Swargate,Baner,2025-07-31T16:29:10.544210,7.68,129.51,DR-2778
TRIP-4600,Viman Nagar,Shivajinagar,2025-07-31T16:29:11.558989,10.75,170.69,DR-6694
TRIP-9892,Hinjewadi,Wakad,2025-07-31T16:29:12.570925,14.95,254.98,DR-2514
TRIP-6844,Wakad,Shivajinagar,2025-07-31T16:29:13.583171,9.33,130.04,DR-7572
TRIP-4954,Kothrud,Baner,2025-07-31T16:29:14.586799,6.82,118.02,DR-6495
TRIP-1317,Kothrud,Hinjewadi,2025-07-31T16:29:15.596251,11.22,181.07,DR-5414
TRIP-2725,Shivajinagar,Hinjewadi,2025-07-31T16:29:16.601765,8.31,131.11,DR-6350
TRIP-1331,Baner,Shivajinagar,2025-07-31T16:29:17.606306,6.05,107.42,DR-7344
TRIP-7116,Wakad,Swargate,2025-07-31T16:29:18.611983,3.93,77.12,DR-2240
TRIP-5783,Shivajinagar,Kothrud,2025-07-31T16:29:19.626697,10.84,163.64,DR-5901
TRIP-6861,Koregaon Park,Viman Nagar,2025-07-31T16:29:20.628947,4.16,78.89,DR-5833
TRIP-8308,Wakad,Viman Nagar,2025-07-31T16:29:21.645146,13.68,211.93,DR-2093
TRIP-7433,Hinjewadi,Viman Nagar,2025-07-31T16:29:22.659927,14.0,238.91,DR-3273
TRIP-8508,Swargate,Hinjewadi,2025-07-31T16:29:23.668216,6.73,128.66,DR-9859
TRIP-2492,Hinjewadi,Kothrud,2025-07-31T16:29:24.681719,3.18,74.79,DR-3097
TRIP-4648,Hinjewadi,Baner,2025-07-31T16:29:25.688425,6.81,112.32,DR-6514
TRIP-4632,Baner,Hinjewadi,2025-07-31T16:29:26.690722,7.7,122.61,DR-6246
TRIP-6003,Shivajinagar,Viman Nagar,2025-07-31T16:29:27.691501,7.41,124.88,DR-7424
TRIP-4614,Swargate,Wakad,2025-07-31T16:29:28.692222,4.86,87.59,DR-8603
TRIP-3915,Kothrud,Swargate,2025-07-31T16:29:29.698072,5.19,95.19,DR-5088
TRIP-5775,Koregaon Park,Hinjewadi,2025-07-31T16:29:30.703941,10.35,179.11,DR-3885
TRIP-1283,Baner,Swargate,2025-07-31T16:29:31.709857,12.52,218.9,DR-8058
TRIP-6718,Kothrud,Hinjewadi,2025-07-31T16:29:32.713629,5.15,95.25,DR-3479
TRIP-6159,Wakad,Swargate,2025-07-31T16:29:33.714530,9.2,160.21,DR-3703
TRIP-7708,Hinjewadi,Baner,2025-07-31T16:29:34.715556,13.13,228.04,DR-4406
TRIP-3574,Baner,Wakad,2025-07-31T16:29:35.726856,13.57,202.88,DR-8791
TRIP-2992,Wakad,Koregaon Park,2025-07-31T16:29:36.729601,7.1,122.3,DR-7992
TRIP-6995,Viman Nagar,Koregaon Park,2025-07-31T16:29:37.738276,14.52,245.04,DR-1644
TRIP-8498,Koregaon Park,Hinjewadi,2025-07-31T16:29:38.746564,10.82,159.52,DR-2649
TRIP-1018,Koregaon Park,Hinjewadi,2025-07-31T16:29:39.768351,6.07,107.79,DR-7507
TRIP-3305,Baner,Shivajinagar,2025-07-31T16:29:40.771539,10.11,145.29,DR-3427
TRIP-3186,Kothrud,Swargate,2025-07-31T16:29:41.772881,8.21,122.74,DR-1457
TRIP-6690,Wakad,Swargate,2025-07-31T16:29:42.814169,9.56,158.29,DR-5456
TRIP-6938,Swargate,Baner,2025-07-31T16:29:43.818069,14.94,240.9,DR-3854
TRIP-8093,Swargate,Kothrud,2025-07-31T16:29:44.824894,6.35,99.81,DR-4092
TRIP-1907,Koregaon Park,Baner,2025-07-31T16:29:45.829452,4.85,84.95,DR-4394
TRIP-9015,Swargate,Hinjewadi,2025-07-31T16:29:46.844964,14.06,235.11,DR-5643
TRIP-5637,Koregaon Park,Hinjewadi,2025-07-31T16:29:47.846054,4.32,85.92,DR-6597
TRIP-7699,Hinjewadi,Shivajinagar,2025-07-31T16:29:48.854816,9.68,157.74,DR-2160
TRIP-6664,Shivajinagar,Koregaon Park,2025-07-31T16:29:49.869711,8.82,127.61,DR-2681
TRIP-3373,Wakad,Baner,2025-07-31T16:29:50.882229,9.27,167.83,DR-9854
TRIP-8515,Kothrud,Viman Nagar,2025-07-31T16:29:51.892164,3.4,85.55,DR-3121
TRIP-6721,Hinjewadi,Viman Nagar,2025-07-31T16:29:52.905036,7.46,112.27,DR-8710
TRIP-1996,Hinjewadi,Wakad,2025-07-31T16:29:53.909426,14.51,248.83,DR-2439
TRIP-1869,Koregaon Park,Kothrud,2025-07-31T16:29:54.916767,9.86,151.87,DR-8107
TRIP-2247,Wakad,Koregaon Park,2025-07-31T16:29:55.921457,4.22,94.17,DR-2013
TRIP-5066,Kothrud,Baner,2025-07-31T16:29:56.925139,5.54,106.49,DR-2193
TRIP-5960,Swargate,Kothrud,2025-07-31T16:29:57.928968,14.97,214.48,DR-6045
TRIP-8483,Wakad,Viman Nagar,2025-07-31T16:29:58.934483,13.92,180.2,DR-6179
TRIP-2925,Baner,Swargate,2025-07-31T16:29:59.946616,12.36,216.44,DR-7595
TRIP-4011,Baner,Swargate,2025-07-31T16:30:00.951781,14.99,241.86,DR-5106
TRIP-1771,Baner,Shivajinagar,2025-07-31T16:30:01.957001,10.0,182.43,DR-1762
TRIP-4298,Baner,Koregaon Park,2025-07-31T16:30:02.964718,14.01,233.7,DR-1513
TRIP-1723,Wakad,Koregaon Park,2025-07-31T16:30:03.970734,7.46,146.46,DR-9260
TRIP-1331,Viman Nagar,Shivajinagar,2025-07-31T16:30:04.982619,8.34,141.81,DR-5983
TRIP-3840,Viman Nagar,Hinjewadi,2025-07-31T16:30:05.983899,9.81,179.48,DR-9576
TRIP-8186,Shivajinagar,Viman Nagar,2025-07-31T16:30:06.997022,9.19,146.77,DR-6987
TRIP-4793,Viman Nagar,Swargate,2025-07-31T16:30:08.000374,4.31,92.72,DR-1050
TRIP-2409,Swargate,Baner,2025-07-31T16:30:09.007087,6.67,125.85,DR-7962
TRIP-4245,Swargate,Kothrud,2025-07-31T16:30:10.007158,7.55,143.22,DR-8995
TRIP-3151,Shivajinagar,Swargate,2025-07-31T16:30:11.010196,14.54,218.86,DR-1127
TRIP-5851,Koregaon Park,Hinjewadi,2025-07-31T16:30:12.016052,8.45,126.29,DR-6124
TRIP-3653,Koregaon Park,Wakad,2025-07-31T16:30:13.018637,9.04,167.77,DR-2950
TRIP-4396,Shivajinagar,Hinjewadi,2025-07-31T16:30:14.021866,14.56,244.1,DR-7424
TRIP-3125,Shivajinagar,Hinjewadi,2025-07-31T16:30:15.025206,13.05,165.99,DR-3284
TRIP-4471,Hinjewadi,Koregaon Park,2025-07-31T16:30:16.043145,11.49,154.14,DR-4986
TRIP-5646,Hinjewadi,Kothrud,2025-07-31T16:30:17.052704,12.16,183.04,DR-8272
TRIP-8620,Hinjewadi,Viman Nagar,2025-07-31T16:30:18.058593,4.91,102.07,DR-6438
TRIP-4544,Viman Nagar,Wakad,2025-07-31T16:30:19.070785,7.19,137.59,DR-4621
TRIP-4725,Shivajinagar,Hinjewadi,2025-07-31T16:30:20.072123,12.76,191.94,DR-2427
TRIP-9823,Baner,Wakad,2025-07-31T16:30:21.075203,11.58,184.66,DR-3889
TRIP-9729,Hinjewadi,Viman Nagar,2025-07-31T16:30:22.076560,14.67,185.18,DR-3211
TRIP-4590,Wakad,Baner,2025-07-31T16:30:23.083848,14.53,190.39,DR-3381
TRIP-1276,Hinjewadi,Viman Nagar,2025-07-31T16:30:24.089633,14.8,195.32,DR-7969
TRIP-8722,Wakad,Koregaon Park,2025-07-31T16:30:25.093833,7.34,144.93,DR-3739
TRIP-7976,Baner,Wakad,2025-07-31T16:30:26.104946,12.93,219.91,DR-5944
TRIP-2899,Wakad,Baner,2025-07-31T16:30:27.106124,11.62,156.48,DR-5844
TRIP-2039,Baner,Hinjewadi,2025-07-31T16:30:28.118966,9.2,157.15,DR-8018
TRIP-9324,Wakad,Baner,2025-07-31T16:30:29.121486,8.84,140.44,DR-5848
TRIP-9920,Koregaon Park,Viman Nagar,2025-07-31T16:30:30.125649,5.28,88.78,DR-4404
TRIP-4436,Hinjewadi,Swargate,2025-07-31T16:30:31.128593,9.78,164.03,DR-8356
TRIP-9288,Hinjewadi,Shivajinagar,2025-07-31T16:30:32.134808,5.89,122.08,DR-1512
TRIP-6886,Viman Nagar,Kothrud,2025-07-31T16:30:33.141490,4.78,93.82,DR-1454
TRIP-9899,Kothrud,Viman Nagar,2025-07-31T16:30:34.144325,6.32,110.84,DR-9073
TRIP-3203,Koregaon Park,Baner,2025-07-31T16:30:35.145553,14.08,218.97,DR-1258
TRIP-8350,Wakad,Kothrud,2025-07-31T16:30:36.160681,12.64,202.69,DR-4915
TRIP-9130,Viman Nagar,Baner,2025-07-31T16:30:37.168947,8.82,148.53,DR-1953
TRIP-6913,Baner,Viman Nagar,2025-07-31T16:30:38.170310,7.48,138.63,DR-1244
TRIP-1098,Wakad,Koregaon Park,2025-07-31T16:30:39.176167,10.82,160.48,DR-7868
TRIP-9309,Shivajinagar,Baner,2025-07-31T16:30:40.181422,8.99,136.72,DR-1494
TRIP-3958,Kothrud,Wakad,2025-07-31T16:30:41.182550,12.91,224.29,DR-8987
TRIP-7943,Kothrud,Hinjewadi,2025-07-31T16:30:42.195009,8.05,131.04,DR-5358
TRIP-3121,Viman Nagar,Swargate,2025-07-31T16:30:43.200789,13.11,181.12,DR-6805
TRIP-7450,Shivajinagar,Baner,2025-07-31T16:30:44.213473,9.65,161.67,DR-3479
TRIP-2687,Baner,Shivajinagar,2025-07-31T16:30:45.219355,10.81,194.29,DR-9465
TRIP-6150,Koregaon Park,Shivajinagar,2025-07-31T16:30:46.227234,6.97,133.43,DR-2188
TRIP-3830,Swargate,Hinjewadi,2025-07-31T16:30:47.242044,8.11,135.58,DR-7813
TRIP-4213,Kothrud,Viman Nagar,2025-07-31T16:30:48.245037,11.6,163.36,DR-9645
TRIP-3720,Hinjewadi,Shivajinagar,2025-07-31T16:30:49.249299,12.94,219.07,DR-2265
TRIP-6932,Wakad,Viman Nagar,2025-07-31T16:30:50.253923,10.26,180.47,DR-8202
TRIP-7492,Hinjewadi,Baner,2025-07-31T16:30:51.266057,5.96,101.77,DR-6393
TRIP-7954,Baner,Wakad,2025-07-31T16:30:52.268725,5.41,93.13,DR-3177
TRIP-6413,Koregaon Park,Baner,2025-07-31T16:30:53.281318,3.61,83.61,DR-1216
TRIP-2983,Wakad,Shivajinagar,2025-07-31T16:30:54.287544,7.45,111.23,DR-2381
TRIP-3954,Shivajinagar,Koregaon Park,2025-07-31T16:30:55.292284,13.3,226.65,DR-5616
TRIP-9509,Hinjewadi,Kothrud,2025-07-31T16:30:56.308242,8.02,146.11,DR-1779
TRIP-4644,Swargate,Viman Nagar,2025-07-31T16:30:57.324286,12.17,180.23,DR-6159
TRIP-9919,Baner,Viman Nagar,2025-07-31T16:30:58.329644,5.14,86.69,DR-2369
TRIP-8381,Swargate,Shivajinagar,2025-07-31T16:30:59.346364,3.32,76.45,DR-5584
TRIP-5193,Baner,Swargate,2025-07-31T16:31:00.359301,6.81,116.0,DR-3344
TRIP-1772,Kothrud,Viman Nagar,2025-07-31T16:31:01.362040,5.76,108.86,DR-3724
TRIP-9612,Swargate,Hinjewadi,2025-07-31T16:31:02.368578,4.63,97.97,DR-6366
TRIP-3337,Viman Nagar,Hinjewadi,2025-07-31T16:31:03.374210,7.07,133.9,DR-5387
TRIP-9441,Shivajinagar,Baner,2025-07-31T16:31:04.381541,13.34,169.92,DR-2171
TRIP-3406,Swargate,Hinjewadi,2025-07-31T16:31:05.393598,11.89,186.12,DR-7304
TRIP-5909,Viman Nagar,Shivajinagar,2025-07-31T16:31:06.398684,11.96,185.97,DR-9706
TRIP-3280,Baner,Hinjewadi,2025-07-31T16:31:07.401874,10.62,178.05,DR-1872
TRIP-2269,Viman Nagar,Swargate,2025-07-31T16:31:08.404682,7.61,112.69,DR-3688
TRIP-6826,Shivajinagar,Hinjewadi,2025-07-31T16:31:09.409429,11.67,166.68,DR-3893
TRIP-7667,Hinjewadi,Swargate,2025-07-31T16:31:10.422352,14.41,199.68,DR-1883
TRIP-3995,Viman Nagar,Kothrud,2025-07-31T16:31:11.423455,8.13,147.56,DR-4237
TRIP-9731,Viman Nagar,Kothrud,2025-07-31T16:31:12.427098,8.76,135.11,DR-7325
TRIP-4946,Shivajinagar,Kothrud,2025-07-31T16:31:13.432886,11.1,192.41,DR-7375
TRIP-5556,Shivajinagar,Swargate,2025-07-31T16:31:14.447489,8.2,145.28,DR-9027
TRIP-1356,Swargate,Kothrud,2025-07-31T16:31:15.451953,3.91,80.37,DR-2618
TRIP-7796,Baner,Kothrud,2025-07-31T16:31:16.458799,13.05,210.27,DR-8865
